,close,volume,sma_50,ema_20,rsi_14,macd,macd_signal,close_lag_1,volatility,fib_reaction,timestamp
20,0.29789078301068983,0.01971536622054952,0.2921236506803382,0.2593781619666089,0.3944840589984582,0.46186207939407864,0.45059096535441867,0.2877780988153731,0.05054151624548737,0.0026205923389467363,2025-12-25 22:35:00
21,0.24848309737070196,0.021150236516384594,0.2887778426749179,0.25361200960555763,0.24336204939621955,0.45197280610924995,0.44904154048741207,0.29789078301068983,0.19975932611311673,0.13763927070197182,2025-12-25 22:40:00
22,0.15660213811037238,0.3632890119293195,0.28305968373461354,0.23803906909091666,0.12239250114505423,0.41954346488226646,0.44023790587484213,0.24848309737070196,0.4332129963898917,0.4943212839628891,2025-12-25 22:45:00
23,0.19242993354522042,0.4975101323559171,0.2776227457258038,0.22798743320413095,0.24650755084499723,0.4048448355840944,0.4297665651656839,0.15660213811037238,0.26714801444043323,0.043928873154520605,2025-12-25 22:50:00
24,0.23114706732158297,0.20522215172611122,0.2731448432013046,0.22325692207340353,0.34754445047933613,0.40499761998181155,0.42142512932769527,0.19242993354522042,0.24187725631768953,0.015764993177796567,2025-12-25 22:55:00
25,0.21958971395550364,0.050934653113756057,0.26845782767646753,0.21767430115550113,0.3511910394091985,0.4029979394251082,0.4142855581964623,0.23114706732158297,0.1829121540312876,0.04644034011705605,2025-12-25 23:00:00
26,0.2242126553019368,0.0038506660769923105,0.2640087683244303,0.21314441228296133,0.35762266054373604,0.4037716604460714,0.4087543705476244,0.21958971395550364,0.03249097472924188,0.01839752958451655,2025-12-25 23:05:00
27,0.24357122219011984,0.03797992989435713,0.2602086803527506,0.21122785444836722,0.39256420895695654,0.4107503122047843,0.40595718038038603,0.2242126553019368,0.1648616125150421,0.029788230034448627,2025-12-25 23:10:00
28,0.23750361167292766,0.011853632955211626,0.256660970140107,0.20880994273655418,0.4195316652250486,0.4155383922854085,0.4048362406726736,0.24357122219011984,0.031287605294825514,0.06391976191465693,2025-12-25 23:15:00
29,0.20543195608205878,0.01725577233860431,0.2522263323742955,0.2030074971580973,0.35808951880407214,0.4114247267290689,0.4029799826466477,0.23750361167292766,0.16726835138387486,0.001472894943973819,2025-12-25 23:20:00
30,0.1921409997110679,0.03478272492310513,0.24794312126391205,0.19625963558896942,0.34342057512436275,0.40553374785288526,0.4001209143262965,0.20543195608205878,0.12154031287605295,0.07745885662851695,2025-12-25 23:25:00
31,0.0988153712799793,0.3934604537494993,0.2415183045983227,0.17963565264920334,0.26763149872620473,0.37637003124293383,0.39103126694638024,0.1921409997110679,0.38267148014440433,0.09364290793134881,2025-12-25 23:30:00
32,0.08090147356255528,0.1115529279794713,0.2344805705179489,0.16257582246190339,0.24760299674118444,0.3499847084544142,0.37760521246909884,0.0988153712799793,0.17448856799037304,0.06204424572238337,2025-12-25 23:35:00
33,0.06529904651834784,0.2100721176622503,0.2271904586785496,0.14538218122008573,0.23365670373845301,0.3267107370042501,0.3614357503006884,0.08090147356255528,0.24789410348977137,0.05289638369676562,2025-12-25 23:40:00
34,0.09101415775787558,0.1932333335000984,0.2205493182195113,0.13272439173166006,0.26007377246862196,0.3174699051886681,0.34634477054249263,0.06529904651834784,0.19975932611311673,0.05742204612747493,2025-12-25 23:45:00
35,0.11846287200231131,0.06297275330215939,0.2142470850368845,0.12436586331385868,0.33907875402524035,0.3198044017849362,0.3348165045308451,0.09101415775787558,0.20216606498194947,0.08831960135162724,2025-12-25 23:50:00
36,0.11932967350476886,0.020663461517917734,0.2082477051650926,0.11690108282082434,0.4369368980277689,0.3238918982619938,0.3265472940832801,0.11846287200231131,0.052948255114320095,0.09359486798094208,2025-12-25 23:55:00
37,0.1199075411730739,0.02707790241005327,0.20198152594803886,0.1102123655361531,0.37178145537927165,0.32922701408476907,0.32117633340954266,0.11932967350476886,0.07821901323706378,0.09711151089676565,2025-12-26 00:00:00
38,0.0664547818549579,0.12534809398963404,0.1943885607978011,0.09813598365770204,0.2307095886699249,0.32066234172084424,0.3148818680149743,0.1199075411730739,0.27075812274368233,0.06271459802334299,2025-12-26 00:05:00
39,0.09765963594336924,0.14943193056759208,0.18800700889091004,0.09072684696000266,0.3098850272877619,0.3245202337177175,0.31074614316386207,0.0664547818549579,0.17208182912154033,0.038395705857778115,2025-12-26 00:10:00
40,0.07570066454782065,0.05971996204928174,0.18094043163807427,0.0815483364808891,0.28079132062927326,0.3234881681470798,0.30719683555193866,0.09765963594336924,0.11552346570397112,0.006292068317887782,2025-12-26 00:15:00
41,0.08668015024559494,0.12904597066889734,0.17414786452361852,0.07448147278086026,0.2634856979125223,0.32766920030049307,0.30533260887898006,0.07570066454782065,0.06257521058965103,0.0645492605731117,2025-12-26 00:20:00
42,0.06385437734758881,0.2565546950867091,0.1671461844088249,0.06551494027180738,0.2505811271500633,0.32661672419946064,0.3035957390842817,0.08668015024559494,0.3417569193742479,0.04970782282509929,2025-12-26 00:25:00
43,0.09939323894828078,0.023047963547875645,0.1612621772268703,0.06140796480937283,0.34622163631343983,0.33748087063177856,0.3047402889474341,0.06385437734758881,0.16847172081829123,0.06354471130608239,2025-12-26 00:30:00
44,0.07627853221612213,0.0444345305149678,0.1567770639092636,0.05508686055363299,0.3367851768646467,0.34147340636665835,0.3065871817504374,0.09939323894828078,0.1768953068592058,0.07056824409831723,2025-12-26 00:35:00
45,0.034094192429932946,0.09076397085382662,0.15092911069288917,0.04461314972980546,0.3920724578936946,0.3348073606531745,0.306509850927539,0.07627853221612213,0.28399518652226236,0.005296207233441683,2025-12-26 00:40:00
46,0.034960993932390494,0.04226054275049043,0.14494415240732295,0.035234632774166386,0.41736658814289085,0.3316721763021785,0.3057167092683598,0.034094192429932946,0.1022864019253911,0.09114458241446394,2025-12-26 00:45:00
47,0.06674371568910686,0.02284227658839396,0.13983891088180656,0.03033155321566028,0.4949220961246851,0.3398169373792608,0.306981949124998,0.034960993932390494,0.19013237063778582,0.056130419308388864,2025-12-26 00:50:00
48,0.0748338630453631,0.018486711976770064,0.13448850239037924,0.026807277874844715,0.46602523675315677,0.35020938361117016,0.3104181633519805,0.06674371568910686,0.056558363417569195,0.02318803967718769,2025-12-26 00:55:00
49,0.10921698930944856,0.037579565571449605,0.12991685955538657,0.027493985908471075,0.4777769133333396,0.3694545575080261,0.31765604239344947,0.0748338630453631,0.16125150421179302,0.04520040255195847,2025-12-26 01:00:00
50,0.12684195319272007,0.06852493653407025,0.1257922858935281,0.030101811028558245,0.5041657530000079,0.39082082865944784,0.32842999600821055,0.10921698930944856,0.07340553549939832,0.06953324003942449,2025-12-26 01:05:00
51,0.1236636810170495,0.011592006183107895,0.12152349636936322,0.032103047320884315,0.49837388871134514,0.40790070126663225,0.34103301331396896,0.12684195319272007,0.06257521058965103,0.0019209720713973687,2025-12-26 01:10:00
52,0.1386882403929519,0.013825019032242472,0.11757198174227312,0.035607114734407475,0.6164552671067667,0.42641928652523564,0.3554348591191838,0.1236636810170495,0.08182912154031288,0.008790422357302879,2025-12-26 01:15:00
53,0.1447558509101441,0.06645119963172984,0.11321666270072939,0.03946134463668827,0.5807927563119255,0.44339782425739704,0.37091655397120277,0.1386882403929519,0.1263537906137184,0.0017576618114578206,2025-12-26 01:20:00
