timestamp,funding_rate,open_interest,open_interest_value,global_long_short_ratio,global_long_account,global_short_account,taker_buy_sell_ratio,taker_buy_vol,taker_sell_vol,fundamental_source_age_hours
2026-07-24 10:45:00,5.149e-05,104117.893,6766621866.07,1.5419,0.6066,0.3934,0.6652,346.581,521.018,0.0
2026-07-24 11:00:00,5.149e-05,104075.147,6757370329.3866,1.5349,0.6055,0.3945,1.0317,394.367,382.235,0.0
2026-07-24 11:15:00,5.149e-05,104069.754,6761467495.907054,1.5323,0.6051,0.3949,1.563,324.781,207.797,0.0
2026-07-24 11:30:00,5.149e-05,104108.929,6766898377.69654,1.5183,0.6029,0.3971,0.5172,291.549,563.712,0.0
2026-07-24 11:45:00,5.149e-05,104226.465,6765454492.2615,1.5202,0.6032,0.3968,1.1041,980.588,888.104,0.0
2026-07-24 12:00:00,5.149e-05,104326.062,6786092636.050083,1.5176,0.6028,0.3972,1.1557,421.802,364.989,0.0
2026-07-24 12:15:00,5.149e-05,104385.786,6789355907.226,1.5221,0.6035,0.3965,0.9928,441.154,444.345,0.0
2026-07-24 12:30:00,5.149e-05,104324.422,6780378023.9304,1.5272,0.6043,0.3957,0.9847,365.611,371.285,0.0
2026-07-24 12:45:00,5.149e-05,104502.953,6781541479.9149,1.5253,0.604,0.396,0.5609,834.923,1488.42,0.0
2026-07-24 13:00:00,5.149e-05,104621.767,6774054698.881223,1.5195,0.6031,0.3969,0.5948,3469.671,5832.906,0.0
2026-07-24 13:15:00,5.149e-05,104658.932,6734358301.439397,1.5543,0.6085,0.3915,1.4678,1953.391,1330.849,0.0
2026-07-24 13:30:00,5.149e-05,105102.945,6763910535.7695,1.588,0.6136,0.3864,1.0742,3752.608,3493.435,0.0
2026-07-24 13:45:00,5.149e-05,105474.728,6790600105.7864,1.6219,0.6186,0.3814,1.1377,5070.879,4456.942,0.0
2026-07-24 14:00:00,5.149e-05,105070.823,6736363646.6698,1.6874,0.6279,0.3721,0.9341,1954.093,2091.976,0.0
2026-07-24 14:15:00,5.149e-05,105236.287,6730418606.428065,1.7137,0.6315,0.3685,0.7133,3020.589,4234.919,0.0
2026-07-24 14:30:00,5.149e-05,105480.99,6734353793.104352,1.7785,0.6401,0.3599,1.3579,1711.328,1260.235,0.0
2026-07-24 14:45:00,5.149e-05,105838.47,6752960075.268,1.8027,0.6432,0.3568,1.3517,2297.255,1699.488,0.0
2026-07-24 15:00:00,5.149e-05,105861.518,6778461203.6652,1.8433,0.6483,0.3517,1.0897,1336.911,1226.813,0.0
2026-07-24 15:15:00,5.149e-05,105851.379,6787003454.962455,1.8514,0.6493,0.3507,1.034,1563.451,1511.991,0.0
2026-07-24 15:30:00,5.149e-05,106062.13,6798453346.250918,1.8637,0.6508,0.3492,1.0744,3757.465,3497.429,0.0
2026-07-24 15:45:00,5.149e-05,106310.129,6818721043.0471,1.9053,0.6558,0.3442,0.9149,1207.524,1319.905,0.0
2026-07-24 16:00:00,5.149e-05,106315.13,6811823009.36,1.9087,0.6562,0.3438,0.8042,735.349,914.335,0.0
2026-07-24 16:15:00,5.149e-05,106171.623,6806790156.4776,1.9078,0.6561,0.3439,1.4533,486.384,334.683,0.0
2026-07-24 16:30:00,5.149e-05,106317.222,6811303498.300473,1.9078,0.6561,0.3439,0.6492,682.755,1051.761,0.0
2026-07-24 16:45:00,5.149e-05,106182.392,6786754499.57654,1.8918,0.6542,0.3458,1.0977,612.864,558.336,0.0
2026-07-24 17:00:00,5.149e-05,106208.584,6789946637.6952,1.9121,0.6566,0.3434,0.9882,411.118,416.023,0.0
2026-07-24 17:15:00,5.149e-05,106271.289,6794975591.5311,1.9189,0.6574,0.3426,1.7843,719.172,403.057,0.0
2026-07-24 17:30:00,5.149e-05,106136.336,6800169221.335664,1.9248,0.6581,0.3419,1.3423,551.268,410.704,0.0
2026-07-24 17:45:00,5.149e-05,106241.26,6815448504.127416,1.9317,0.6589,0.3411,0.5991,285.815,477.099,0.0
2026-07-24 18:00:00,5.149e-05,106321.9,6821074807.777492,1.9351,0.6593,0.3407,1.0291,398.5,387.215,0.0
2026-07-24 18:15:00,5.149e-05,106280.77,6821503685.526,1.9334,0.6591,0.3409,0.5653,275.68,487.667,0.0
2026-07-24 18:30:00,5.149e-05,106313.916,6816912082.2696,1.9274,0.6584,0.3416,1.0405,288.385,277.163,0.0
2026-07-24 18:45:00,5.149e-05,106300.844,6819290670.708344,1.924,0.658,0.342,1.5254,583.994,382.844,0.0
2026-07-24 19:00:00,5.149e-05,106207.681,6823263915.082115,1.9308,0.6588,0.3412,0.5122,267.235,521.694,0.0
2026-07-24 19:15:00,5.149e-05,106095.445,6802871762.0335,1.9265,0.6583,0.3417,1.0031,132.914,132.507,0.0
2026-07-24 19:30:00,5.149e-05,106100.145,6810097156.785649,1.9265,0.6583,0.3417,1.6121,283.367,175.779,0.0
2026-07-24 19:45:00,5.149e-05,106127.272,6816145879.84604,1.9248,0.6581,0.3419,0.5316,352.011,662.202,0.0
2026-07-24 20:00:00,5.149e-05,106072.717,6809619457.980074,1.9257,0.6582,0.3418,0.8347,243.141,291.304,0.0
2026-07-24 20:15:00,5.149e-05,106164.577,6814024744.3372,1.924,0.658,0.342,1.207,117.65,97.477,0.0
2026-07-24 20:30:00,5.149e-05,106188.888,6818473449.5904,1.9223,0.6578,0.3422,1.1289,558.708,494.902,0.0
2026-07-24 20:45:00,5.149e-05,106300.299,6819826397.049306,1.9163,0.6571,0.3429,0.7942,127.205,160.177,0.0
2026-07-24 21:00:00,5.149e-05,106242.247,6814335225.6812,1.9146,0.6569,0.3431,0.7021,226.638,322.802,0.0
2026-07-24 21:15:00,5.149e-05,106184.352,6809137377.828092,1.9121,0.6566,0.3434,0.5863,129.836,221.439,0.0
2026-07-24 21:30:00,5.149e-05,106183.954,6810415823.2566,1.9104,0.6564,0.3436,0.6101,204.989,335.979,0.0
2026-07-24 21:45:00,5.149e-05,106152.717,6808433578.2177,1.9104,0.6564,0.3436,0.6366,152.198,239.069,0.0
2026-07-24 22:00:00,5.149e-05,106180.561,6808507563.384857,1.9028,0.6555,0.3445,0.9288,190.975,205.605,0.0
2026-07-24 22:15:00,5.149e-05,106168.299,6808175405.35785,1.8744,0.6521,0.3479,1.385,127.66,92.174,0.0
2026-07-24 22:30:00,5.149e-05,106180.782,6810048910.215541,1.8744,0.6521,0.3479,0.6511,109.347,167.93,0.0
2026-07-24 22:45:00,5.149e-05,106215.665,6813851682.328025,1.8785,0.6526,0.3474,0.537,51.098,95.153,0.0
2026-07-24 23:00:00,5.149e-05,106252.68,6814305421.651956,1.8785,0.6526,0.3474,0.5208,77.455,148.72,0.0
2026-07-24 23:15:00,5.149e-05,106262.536,6814323489.428917,1.8794,0.6527,0.3473,0.7081,76.027,107.368,0.0
2026-07-24 23:30:00,5.149e-05,106237.542,6814596507.8358,1.8785,0.6526,0.3474,0.7575,147.369,194.543,0.0
2026-07-24 23:45:00,5.149e-05,106183.842,6811368507.117991,1.8777,0.6525,0.3475,0.6489,93.152,143.547,0.0
2026-07-25 00:00:00,5.149e-05,106114.818,6803700116.8152,1.8769,0.6524,0.3476,1.3062,344.238,263.544,0.0
2026-07-25 00:15:00,5.149e-05,105995.761,6795716824.5691,1.8637,0.6508,0.3492,2.4234,201.342,83.081,0.0
2026-07-25 00:30:00,5.149e-05,105980.691,6796509919.6227,1.862,0.6506,0.3494,0.162,338.616,2090.33,0.0
2026-07-25 00:45:00,5.149e-05,106580.512,6829652056.416039,1.8637,0.6508,0.3492,0.1378,384.013,2785.801,0.0
2026-07-25 01:00:00,5.149e-05,108135.359,6926032806.889161,1.8531,0.6495,0.3505,0.7356,363.705,494.422,0.0
2026-07-25 01:15:00,5.149e-05,107997.349,6911019616.335012,1.8588,0.6502,0.3498,2.1382,426.673,199.55,0.0
2026-07-25 01:30:00,5.149e-05,108091.861,6920571573.403179,1.8506,0.6492,0.3508,1.0441,191.233,183.152,0.0
2026-07-25 01:45:00,5.149e-05,108081.377,6928056189.237846,1.8547,0.6497,0.3503,0.9218,135.878,147.41,0.0
2026-07-25 02:00:00,5.149e-05,108073.52,6920930954.632,1.8555,0.6498,0.3502,1.1091,149.101,134.436,0.0
2026-07-25 02:15:00,5.149e-05,108058.077,6920439065.9649,1.8563,0.6499,0.3501,1.0744,149.256,138.914,0.0
2026-07-25 02:30:00,5.149e-05,108064.872,6919393754.16,1.8514,0.6493,0.3507,0.9181,161.665,176.093,0.0
2026-07-25 02:45:00,5.149e-05,108091.156,6920781542.881,1.8466,0.6487,0.3513,0.7323,195.221,266.587,0.0
2026-07-25 03:00:00,5.149e-05,108160.135,6923691788.546928,1.8425,0.6482,0.3518,1.2116,223.325,184.323,0.0
2026-07-25 03:15:00,5.149e-05,108154.78,6923927078.9091625,1.8433,0.6483,0.3517,1.5354,185.424,120.765,0.0
2026-07-25 03:30:00,5.149e-05,108138.28,6925807959.83542,1.8474,0.6488,0.3512,2.1906,159.222,72.684,0.0
2026-07-25 03:45:00,5.149e-05,108154.077,6929161328.1975,1.8474,0.6488,0.3512,0.5041,92.163,182.815,0.0
2026-07-25 04:00:00,5.149e-05,108183.07,6929909462.174186,1.8474,0.6488,0.3512,2.1579,159.323,73.832,0.0
2026-07-25 04:15:00,5.149e-05,108161.113,6933592436.0859,1.8523,0.6494,0.3506,0.6154,56.065,91.11,0.0
2026-07-25 04:30:00,5.149e-05,108174.99,6931734366.711,1.8539,0.6496,0.3504,2.5483,285.216,111.922,0.0
2026-07-25 04:45:00,5.149e-05,108179.027,6940755554.4173,1.8539,0.6496,0.3504,0.7024,197.345,280.946,0.0
2026-07-25 05:00:00,5.149e-05,108131.603,6936625912.117857,1.8604,0.6504,0.3496,0.9268,131.934,142.349,0.0
2026-07-25 05:15:00,5.149e-05,108140.366,6934094912.862493,1.8596,0.6503,0.3497,0.9604,73.182,76.201,0.0
2026-07-25 05:30:00,5.149e-05,108141.196,6933764762.7692,1.858,0.6501,0.3499,0.4208,169.029,401.665,0.0
2026-07-25 05:45:00,5.149e-05,108171.019,6924026926.19,1.8604,0.6504,0.3496,0.5129,257.795,502.65,0.0
2026-07-25 06:00:00,5.149e-05,108290.925,6929861163.525,1.8612,0.6505,0.3495,2.2298,240.364,107.796,0.0
2026-07-25 06:15:00,5.149e-05,108258.659,6930881737.1685,1.8629,0.6507,0.3493,0.4985,166.224,333.45,0.0
2026-07-25 06:30:00,5.149e-05,108296.324,6928322305.6944,1.858,0.6501,0.3499,0.8734,286.462,328.001,0.0
2026-07-25 06:45:00,5.149e-05,108324.942,6928715281.608464,1.8514,0.6493,0.3507,0.9707,187.055,192.704,0.0
2026-07-25 07:00:00,5.149e-05,108322.773,6930815984.859,1.8466,0.6487,0.3513,1.4375,136.275,94.802,0.0
2026-07-25 07:15:00,5.149e-05,108315.491,6930425881.4967,1.8466,0.6487,0.3513,0.9182,133.273,145.149,0.0
2026-07-25 07:30:00,5.149e-05,108344.113,6933114576.618092,1.8458,0.6486,0.3514,0.9727,127.849,131.434,0.0
2026-07-25 07:45:00,5.149e-05,108305.401,6931339883.7381,1.8441,0.6484,0.3516,0.5173,125.995,243.573,0.0
2026-07-25 08:00:00,5.425e-05,108231.982,6924301528.244829,1.8498,0.6491,0.3509,0.4527,260.879,576.265,0.0
2026-07-25 08:15:00,5.425e-05,108258.567,6921619739.712,1.8385,0.6477,0.3523,1.0914,162.261,148.677,0.0
2026-07-25 08:30:00,5.425e-05,108258.65,6924842253.4263525,1.8401,0.6479,0.3521,0.7272,140.821,193.657,0.0
2026-07-25 08:45:00,5.425e-05,108282.309,6922287134.209486,1.8369,0.6475,0.3525,0.5409,731.82,1352.876,0.0
2026-07-25 09:00:00,5.425e-05,108255.479,6911506103.4676,1.8265,0.6462,0.3538,0.9022,312.514,346.383,0.0
2026-07-25 09:15:00,5.425e-05,108297.174,6913785546.945192,1.8241,0.6459,0.3541,1.8518,289.333,156.243,0.0
2026-07-25 09:30:00,5.425e-05,108318.535,6922674010.048112,1.8289,0.6465,0.3535,1.4159,216.367,152.81,0.0
2026-07-25 09:45:00,5.425e-05,108278.099,6920085790.5197,1.8329,0.647,0.353,1.8111,442.19,244.153,0.0
2026-07-25 10:00:00,5.425e-05,108240.641,6924142980.7059,1.8377,0.6476,0.3524,1.8231,258.546,141.815,0.0
2026-07-25 10:15:00,5.425e-05,108228.173,6927688795.07204,1.8409,0.648,0.352,0.9042,126.035,139.388,0.0
2026-07-25 10:30:00,5.425e-05,108188.409,6923895861.243724,1.845,0.6485,0.3515,0.5427,124.874,230.106,0.0
