timestamp,open,high,low,close,volume
2025-08-14 14:00:00,0.013932,0.015038,0.013804,0.014541,584.577173637475
2025-08-14 15:00:00,0.014552,0.014607,0.014434,0.014434,173.861554545746
2025-08-14 16:00:00,0.014446,0.01445,0.013753,0.013774,397.904396363836
2025-08-14 17:00:00,0.013772,0.013789,0.013511,0.013521,151.54557905890445
2025-08-14 18:00:00,0.013516,0.013516,0.013172,0.013178,136.75282559399375
2025-08-14 19:00:00,0.013184,0.013301,0.013136,0.013301,108.48901121553656
2025-08-14 20:00:00,0.013293,0.013419,0.012789,0.012851,367.4131903625905
2025-08-14 21:00:00,0.012851,0.012944,0.01256,0.012755,173.43651961969613
2025-08-14 22:00:00,0.012755,0.012817,0.012667,0.0128,139.11816792657916
2025-08-14 23:00:00,0.012791,0.012903,0.012791,0.012892,88.24100112305554
2025-08-15 00:00:00,0.012885,0.012927,0.012869,0.012874,88.371481
2025-08-15 01:00:00,0.012871,0.013075,0.012869,0.013019,121.9160993585085
2025-08-15 02:00:00,0.013021,0.013118,0.013013,0.013104,89.677956
2025-08-15 03:00:00,0.0131,0.01321,0.013074,0.013167,118.61547385272
2025-08-15 04:00:00,0.013162,0.013162,0.012813,0.012834,101.7883720398255
2025-08-15 05:00:00,0.012845,0.012936,0.012814,0.01292,88.645636
2025-08-15 06:00:00,0.01292,0.01292,0.012802,0.012828,119.92051274883622
2025-08-15 07:00:00,0.012834,0.012862,0.0126,0.012678,110.97309851936856
2025-08-15 08:00:00,0.01268,0.012688,0.01264,0.012651,141.878298075598
2025-08-15 09:00:00,0.012661,0.013073,0.012589,0.013073,204.62016686575302
2025-08-15 10:00:00,0.013073,0.013114,0.012934,0.013012,144.6157164172423
2025-08-15 11:00:00,0.013009,0.01306,0.012991,0.013036,89.881713
2025-08-15 12:00:00,0.013037,0.013064,0.012953,0.012953,107.447530585
2025-08-15 13:00:00,0.012959,0.012959,0.01285,0.012866,97.35728152761666
2025-08-15 14:00:00,0.012855,0.012874,0.012738,0.012758,87.786526
2025-08-15 15:00:00,0.012758,0.013477,0.012757,0.012961,294.23339229962556
2025-08-15 16:00:00,0.012961,0.013031,0.012954,0.012982,89.018452
2025-08-15 17:00:00,0.012992,0.01304,0.012953,0.013022,111.60384832987047
2025-08-15 18:00:00,0.012953,0.012978,0.012931,0.012962,225.21963972011656
2025-08-15 19:00:00,0.012955,0.013015,0.012953,0.012965,113.98766406
2025-08-15 20:00:00,0.012965,0.012971,0.01283,0.012971,137.7787582299436
2025-08-15 21:00:00,0.012971,0.013195,0.012852,0.012853,251.86983584275555
2025-08-15 22:00:00,0.012845,0.012962,0.012832,0.012931,98.94509240894911
2025-08-15 23:00:00,0.012938,0.012976,0.012915,0.012918,89.141588
2025-08-16 00:00:00,0.012928,0.012965,0.012877,0.012883,88.538394
2025-08-16 01:00:00,0.012879,0.013167,0.012858,0.013161,118.94688092067166
2025-08-16 02:00:00,0.013159,0.013159,0.012766,0.013062,232.59436828302705
2025-08-16 03:00:00,0.013062,0.013073,0.01295,0.012995,89.667287
2025-08-16 04:00:00,0.013006,0.013009,0.012926,0.012975,89.435594
2025-08-16 05:00:00,0.012986,0.013073,0.012975,0.013073,92.01020663756066
2025-08-16 06:00:00,0.01308,0.013129,0.012982,0.012993,92.33360064526883
