,open,high,low,close,volume,sma_50,ema_20,rsi_14,macd,macd_signal,close_lag_1,close_lag_3,close_lag_5,close_lag_10,volatility,timestamp
0,0.36224783861671384,0.3496522204387382,0.38472299944040245,0.3824207492795395,0.0488313803435389,0.43749795466891683,0.42211654214549554,0.26080601444107643,0.5207205468740442,0.5762870433632181,0.3616714697406316,0.3858789625360224,0.3789625360230531,0.42861322410766434,0.10429447852760736,2025-12-21 02:00:00
1,0.37982708933717646,0.3469769930444073,0.3880805819809723,0.3634005763688748,0.027001615394988722,0.4364442000955542,0.4171163509114457,0.18808567421538175,0.5093473461513702,0.5623574385620443,0.3824207492795395,0.38530259365994013,0.37492795389048794,0.4318314803978929,0.07730061349693251,2025-12-21 02:05:00
2,0.3636887608069159,0.33386837881219833,0.3827644096250715,0.35878962536023096,0.016554235803822356,0.4351220980842605,0.4121198442640228,0.18898533077311358,0.49937569047352837,0.5489991300297249,0.3634005763688748,0.3616714697406316,0.3858789625360224,0.4289057928613218,0.04049079754601227,2025-12-21 02:10:00
3,0.3561959654178679,0.32504012841091523,0.36737548964745415,0.3507204610951007,0.0507067220718982,0.4336887300621086,0.4067722782134737,0.1811125576433431,0.4887652988146718,0.5359560003777388,0.35878962536023096,0.3824207492795395,0.38530259365994013,0.42861322410766434,0.06748466257668712,2025-12-21 02:15:00
4,0.35129682997118294,0.32102728731942065,0.3626189143816454,0.3351585014409224,0.019411449115581632,0.43230117745619623,0.4003392353223916,0.17371532114557225,0.47376608147636207,0.5221902908722784,0.3507204610951007,0.3634005763688748,0.3616714697406316,0.40052662375658343,0.06993865030674846,2025-12-21 02:20:00
5,0.33544668587896354,0.310593900481539,0.3455512031337449,0.3389048991354464,0.14717304280763951,0.43096598532597596,0.39490278901597975,0.17683393704070938,0.4658309341592096,0.5094153907379817,0.3351585014409224,0.35878962536023096,0.3824207492795395,0.3695143358689279,0.09693251533742331,2025-12-21 02:25:00
6,0.33919308357348754,0.31674692348849476,0.3623391158365976,0.3461095100864533,0.038239561989066764,0.42983369003907157,0.39072241841054023,0.2186613585883012,0.46537119335049965,0.499093365886909,0.3389048991354464,0.3507204610951007,0.3634005763688748,0.3654183733177305,0.051533742331288344,2025-12-21 02:30:00
7,0.3463976945244944,0.32477260567148036,0.36149972020145427,0.3337175792507203,0.026266151962443172,0.42818433505468434,0.3856702698139465,0.20054816795839553,0.46028761017672504,0.4897067229850952,0.3461095100864533,0.3351585014409224,0.35878962536023096,0.3765359859566999,0.09202453987730061,2025-12-21 02:35:00
8,0.33400576368876145,0.30845371856607784,0.3609401231113587,0.33458213256484015,0.03453843991584477,0.4264237140594389,0.38118787649573704,0.25054117078519045,0.4587326815137637,0.48185207148779463,0.3337175792507203,0.3389048991354464,0.3507204610951007,0.375950848449385,0.0196319018404908,2025-12-21 02:40:00
9,0.3351585014409224,0.3055109684323156,0.3491885842193625,0.3213256484149838,0.11201180595239604,0.4242114839613329,0.37577387098507486,0.28811399939890037,0.45240408531314324,0.4741628198684802,0.33458213256484015,0.3461095100864533,0.3351585014409224,0.35196021064950145,0.057668711656441725,2025-12-21 02:45:00
10,0.3216138328530249,0.318084537185662,0.3491885842193625,0.33083573487031614,0.06095912564860448,0.4221825155281529,0.37185006600790516,0.34938708368649307,0.45458968404486355,0.46849682250925495,0.3213256484149838,0.3337175792507203,0.3389048991354464,0.3730251609128139,0.11533742331288344,2025-12-21 02:50:00
11,0.33170028818443953,0.3057784911717505,0.3584219362059322,0.3351585014409224,0.004334574512149082,0.42013391191658656,0.36874294808878005,0.31443473233625857,0.4606453666865262,0.46530894313236754,0.33083573487031614,0.33458213256484015,0.3461095100864533,0.3537156231714427,0.018404907975460124,2025-12-21 02:55:00
12,0.33544668587896354,0.3263777421080789,0.3626189143816454,0.35734870317002887,0.007029354737033664,0.41836020080242164,0.3682057684044011,0.4221502731401515,0.4792248124283648,0.46688498540746426,0.3351585014409224,0.3213256484149838,0.3337175792507203,0.3490345231129304,0.09447852760736196,2025-12-21 03:00:00
13,0.35763688760807,0.33707865168539186,0.38444320089535466,0.3685878962536009,0.008711524112283885,0.4169464679586632,0.3688715261893769,0.5476722137113927,0.5015448343663899,0.4731029169546467,0.35734870317002887,0.33083573487031614,0.33458213256484015,0.34084259801053207,0.04785276073619632,2025-12-21 03:05:00
14,0.36628242074927897,0.3344034242910645,0.3875209848908767,0.3605187319884706,0.015079356416126254,0.41541492404458324,0.3686469612919545,0.42970020292069694,0.5162094705388244,0.4813341601847442,0.3685878962536009,0.3351585014409224,0.3213256484149838,0.32504388531304684,0.022085889570552148,2025-12-21 03:10:00
15,0.3610951008645529,0.3525949705724969,0.3872411863458325,0.3844380403458203,0.008343084412270767,0.4142629935792925,0.3708950023084405,0.6060822259101928,0.541825838574796,0.49360834450709334,0.3605187319884706,0.35734870317002887,0.33083573487031614,0.3288472791105903,0.1067484662576687,2025-12-21 03:15:00
16,0.3844380403458203,0.3515248796147681,0.40542809177392414,0.3789625360230531,0.012601422691941942,0.41290162121122975,0.37236782180898587,0.6021104844801946,0.5600018765695992,0.5074644441188008,0.3844380403458203,0.3685878962536009,0.3351585014409224,0.3361614979520162,0.022085889570552148,2025-12-21 03:20:00
17,0.37953890489913533,0.346709470304976,0.3970341354224942,0.3703170028818441,0.0033993842708972596,0.4112849915241483,0.3728143900938079,0.5994887181556682,0.5704452162754996,0.5208687057363407,0.3789625360230531,0.3605187319884706,0.35734870317002887,0.3235810415447631,0.03680981595092025,2025-12-21 03:25:00
18,0.37060518731988523,0.35205992509363426,0.3970341354224942,0.3847262247838614,0.02898754107062512,0.4103294128427173,0.37469506588555745,0.7208244509085946,0.5870474929452184,0.5352793474252489,0.3703170028818441,0.3844380403458203,0.3685878962536009,0.3244587478057319,0.06134969325153374,2025-12-21 03:30:00
19,0.38270893371758063,0.34991974317816954,0.39395635142697216,0.36772334293948106,0.013059715197165585,0.4089680404746474,0.37465419706981606,0.6275452591702181,0.5914776965397572,0.5477917734369487,0.3847262247838614,0.3789625360230531,0.3605187319884706,0.3110005851375064,0.06503067484662577,2025-12-21 03:35:00
20,0.36772334293948106,0.3357410379882282,0.38836038052602007,0.361383285302594,0.09307646600524568,0.4073906811443351,0.37396749988153744,0.5778635395538234,0.5920264421895458,0.5579235862507753,0.36772334293948106,0.3703170028818441,0.3844380403458203,0.320655354008192,0.024539877300613498,2025-12-21 03:40:00
21,0.36253602305475496,0.3319957196361685,0.38891997761611563,0.36311239193083367,0.005883580434487033,0.40585259217079894,0.3735233989638509,0.6381816194951371,0.5938456219546988,0.5664330617265463,0.361383285302594,0.3847262247838614,0.3789625360230531,0.32504388531304684,0.0049079754601227,2025-12-21 03:45:00
22,0.3634005763688748,0.3319957196361685,0.3891997761611634,0.36224783861671384,0.007426388619607119,0.4040854261160973,0.37303299510246646,0.63129926869666,0.5952515874267647,0.5735528957539254,0.36311239193083367,0.36772334293948106,0.3703170028818441,0.3475716793446466,0.003680981595092025,2025-12-21 03:50:00
23,0.36253602305475496,0.3309256286784361,0.38864017907106785,0.3619596541786727,0.02344339990673485,0.4023051699424691,0.3725597636143476,0.6985686974688704,0.5966261953890498,0.579554052371351,0.36224783861671384,0.361383285302594,0.3847262247838614,0.35898186073727345,0.001226993865030675,2025-12-21 03:55:00
24,0.36253602305475496,0.33600856072766305,0.3878007834359245,0.3668587896253577,0.23080292503857172,0.4003023817471387,0.3726336586504857,0.6840435205843199,0.6007362449811251,0.5852677866915432,0.3619596541786727,0.36311239193083367,0.36772334293948106,0.3507899356348716,0.028220858895705525,2025-12-21 04:00:00
25,0.36743515850143993,0.3504547886570357,0.3936765528819244,0.3783861671469744,0.049199282060560776,0.3985744860492062,0.3738818263199519,0.7063081805636052,0.6104893039045928,0.5920048502544358,0.3668587896253577,0.36224783861671384,0.361383285302594,0.3750731421884126,0.06871165644171778,2025-12-21 04:05:00
26,0.3786743515850155,0.3459069020866785,0.3945159485170677,0.3680115273775222,0.012945245127751345,0.39664369350795425,0.37394794164780265,0.5711700930138925,0.6128328633436335,0.5979149868462452,0.3783861671469744,0.3619596541786727,0.36311239193083367,0.3695143358689279,0.044171779141104296,2025-12-21 04:10:00
27,0.3717579250720462,0.34269662921348143,0.39787353105763756,0.37463976945245037,0.02936484874777837,0.39522996066419225,0.3746870136748548,0.5506420784037177,0.6184425964228649,0.6038889728116573,0.3680115273775222,0.3668587896253577,0.36224783861671384,0.3607372732592147,0.0147239263803681,2025-12-21 04:15:00
28,0.3749279538904915,0.346709470304976,0.40123111359821095,0.37463976945245037,0.014727816504843505,0.3936591463933432,0.3753556978898125,0.5948705789946959,0.62300067364233,0.6096804739503152,0.37463976945245037,0.3783861671469744,0.3619596541786727,0.37536571094207005,0.018404907975460124,2025-12-21 04:20:00
29,0.3749279538904915,0.34617442482610983,0.40123111359821095,0.3783861671469744,0.031034618044739764,0.3921145123603438,0.37634462372695765,0.4826706961239083,0.6286875138884729,0.6155766764360983,0.37463976945245037,0.3680115273775222,0.3668587896253577,0.35810415447630106,0.015950920245398775,2025-12-21 04:25:00
30,0.3789625360230531,0.34617442482610983,0.40346950195858966,0.3769452449567723,0.03599097500897032,0.39013790440285945,0.37709170236906786,0.5077554305928522,0.6324182308077476,0.6211222007089536,0.3783861671469744,0.37463976945245037,0.3783861671469744,0.351667641895844,0.006134969325153375,2025-12-21 04:30:00
31,0.3772334293948134,0.34483681112894615,0.4029099048684941,0.37636887608069003,0.01609197398180851,0.38814166126699234,0.3777085651515151,0.5655318226187953,0.6350364695996283,0.626140109948363,0.3769452449567723,0.37463976945245037,0.3680115273775222,0.35342305441778876,0.0024539877300613503,2025-12-21 04:35:00
32,0.37665706051873116,0.34430176565007997,0.3975937325125898,0.3708933717579228,0.013630941702022743,0.38601451694188427,0.3777055567260277,0.40703534999506924,0.6341318008530492,0.6299535176723425,0.37636887608069003,0.3783861671469744,0.37463976945245037,0.3525453481568164,0.023312883435582823,2025-12-21 04:40:00
33,0.37146974063400506,0.3392188336008566,0.3914381645215457,0.36455331412103575,0.00845033024604962,0.384280076184492,0.37705311417655807,0.49039219182257904,0.6300147165567919,0.6320898724739378,0.3708933717579228,0.3769452449567723,0.37463976945245037,0.3522527794031589,0.026993865030674847,2025-12-21 04:45:00
34,0.3648414985590769,0.33306581059390084,0.39031897034135454,0.3634005763688748,0.014984732774057305,0.3823492836432436,0.3763446779871664,0.5426214398220432,0.6262033753377436,0.6329524880211134,0.36455331412103575,0.37636887608069003,0.3783861671469744,0.3572264482153287,0.003680981595092025,2025-12-21 04:50:00
35,0.3636887608069159,0.33226324237560334,0.39031897034135454,0.3634005763688748,0.0033251246740658635,0.3804315812209147,0.37570371191105423,0.5243438170987073,0.6232918270652436,0.6329959489562487,0.3634005763688748,0.3708933717579228,0.3769452449567723,0.368929198361613,0.0,2025-12-21 04:55:00
36,0.36397694524495705,0.33226324237560334,0.3891997761611634,0.36253602305475496,0.002605429897322724,0.37846806338235695,0.37503519195395185,0.5243438170987073,0.6206558123925684,0.6324452800027806,0.3634005763688748,0.36455331412103575,0.37636887608069003,0.3583967232299585,0.0049079754601227,2025-12-21 05:00:00
37,0.3628242074927961,0.3392188336008566,0.3891997761611634,0.3642651296829946,0.012732585032528238,0.376393279532941,0.37460753710256967,0.5458132271997882,0.6196535489398185,0.6317821501715337,0.36253602305475496,0.3634005763688748,0.3708933717579228,0.36512580456407306,0.03680981595092025,2025-12-21 05:05:00
38,0.3642651296829982,0.3392188336008566,0.3908785674314501,0.3708933717579228,0.03235557328444715,0.3745868431214703,0.3748998646817441,0.5629673571974959,0.6225641821967183,0.6318980745915208,0.3642651296829946,0.3634005763688748,0.36455331412103575,0.36512580456407306,0.0294478527607362,2025-12-21 05:10:00
39,0.37118155619596394,0.3512573568753332,0.39283715724678103,0.36599423631123784,0.018855970035734793,0.3727345912937601,0.37466229468037326,0.3757770769127436,0.6223391400428724,0.6319408340713785,0.3708933717579228,0.36253602305475496,0.3634005763688748,0.368929198361613,0.07607361963190183,2025-12-21 05:15:00
40,0.36628242074927897,0.3480470840021397,0.3914381645215457,0.38040345821325516,0.03512064667999889,0.3714452145797722,0.37592398821318795,0.655700330618533,0.6299916141300005,0.6336745947296012,0.36599423631123784,0.3642651296829946,0.3634005763688748,0.3674663545933292,0.06748466257668712,2025-12-21 05:20:00
41,0.3809798270893374,0.3480470840021397,0.4068270844991595,0.38040345821325516,0.0,0.3700838422117023,0.3770655204571618,0.5925230971247533,0.6360185167236493,0.6364001299490032,0.38040345821325516,0.3708933717579228,0.36253602305475496,0.3668812170860143,0.0,2025-12-21 05:25:00
42,0.3809798270893374,0.3480470840021397,0.4068270844991595,0.38040345821325516,0.015796233611619637,0.36878792043825825,0.37809833534456416,0.5925230971247533,0.6407031407672498,0.6396209755248012,0.38040345821325516,0.36599423631123784,0.3642651296829946,0.3613224107665296,0.0,2025-12-21 05:30:00
43,0.3806916426512963,0.34777956126270837,0.4040290990486852,0.3778097982708921,0.04916288086744498,0.36743963818910785,0.37876699210179865,0.5138691581976468,0.6428948987795582,0.6426844238484488,0.38040345821325516,0.38040345821325516,0.3708933717579228,0.3548858981860725,0.011042944785276074,2025-12-21 05:35:00
44,0.3778097982708921,0.3480470840021397,0.4040290990486852,0.37809798270893324,0.060163832839933,0.3667262267077689,0.3794015000195081,0.5361816512510424,0.6446506207296849,0.6455251142606854,0.3778097982708921,0.38040345821325516,0.36599423631123784,0.3537156231714427,0.012269938650306749,2025-12-21 05:40:00
45,0.3786743515850155,0.3459069020866785,0.40207050923335075,0.3755043227665702,0.007421190675369084,0.3666476859942236,0.3797097838041559,0.5104147881074603,0.6445026693529741,0.647764807777197,0.37809798270893324,0.38040345821325516,0.38040345821325516,0.3537156231714427,0.011042944785276074,2025-12-21 05:45:00
46,0.3757925072046113,0.3501872659176044,0.40207050923335075,0.3827089337175771,0.09390709283806434,0.36682440259969695,0.3807270261382527,0.6631046886588524,0.6481078628543553,0.6503572471309992,0.3755043227665702,0.3778097982708921,0.38040345821325516,0.35283791691047384,0.030674846625766874,2025-12-21 05:50:00
47,0.38328530259365934,0.3501872659176044,0.40906547285954176,0.3827089337175771,0.026391122043097234,0.36675240694561495,0.3816473882500482,0.7718958635798324,0.6507573661432694,0.6530196320290215,0.3827089337175771,0.37809798270893324,0.38040345821325516,0.35459332943241506,0.0,2025-12-21 05:55:00
48,0.38328530259365934,0.3501872659176044,0.4057078903189719,0.38184438040345725,0.042615103176860694,0.3666738662320732,0.38239149855820287,0.7776199322478416,0.6521653031033154,0.6554622314458585,0.3827089337175771,0.3755043227665702,0.3778097982708921,0.3613224107665296,0.0147239263803681,2025-12-21 06:00:00
49,0.3821325648414984,0.35072231139646703,0.4079462786793506,0.38328530259365934,0.014681713657774872,0.36716474569171353,0.3832124049999379,0.7884994534910116,0.6538180911686995,0.657783381943015,0.38184438040345725,0.3827089337175771,0.37809798270893324,0.35634874195435984,0.00736196319018405,2025-12-21 06:05:00
